id	user_id	date	created_at	is_retweet	is_quote	likes	retweets	hashtags	mentions	text
1249774476302209030	466781777	13/04/2020	2020-04-13 19:00:29	0	0	4664	1218	FalaSprzeciwu	-	Nie ma naszej zgody na zaostrzanie i tak restrykcyjnego prawa antyaborcyjnego, obłudnie zwanego kompromisem. #FalaSprzeciwu https://t.co/DTJq3n3JKp
1249623316253552640	466781777	13/04/2020	2020-04-13 08:59:50	1	0	0	38	-	przedwiosnie_, RobertBiedron	RT @przedwiosnie_: Dzisiaj swoje urodziny obchodzi nasz najbliższy przyjaciel @RobertBiedron! Jeden z trzech tenorów Lewicy, poseł do Parla…
1249582376751153153	466781777	13/04/2020	2020-04-13 06:17:09	1	0	0	73	-	PolsatNewsPL	"RT @PolsatNewsPL: Parlament Europejski udostępnił swój budynek osobom bezdomnym i najbardziej potrzebującym.
https://t.co/QroVG08vl7"
1249292681110523904	466781777	12/04/2020	2020-04-12 11:06:00	0	0	1089	67	-	-	W te święta 🐣 przede wszystkim bądźcie zdrowi! Wszystkiego dobrego i uważajcie na siebie.
1249063880153858056	466781777	11/04/2020	2020-04-11 19:56:50	1	0	0	16	PoznajPrzedwiośnie	przedwiosnie_	"RT @przedwiosnie_: Ruszamy z serią #PoznajPrzedwiośnie! Chcemy przedstawić Wam osoby, które stoją za działalnością naszej organizacji. 

Za…"
1248984517265821696	466781777	11/04/2020	2020-04-11 14:41:28	0	0	202	10	-	KGawkowski	.@KGawkowski, wszystkiego dobrego i przede wszystkim zdrowia z okazji urodzin❗️🎉🎂 Obyś następne obchodził w lepszej rzeczywistości - (nie)epidemicznej i politycznej.
1248971004296167430	466781777	11/04/2020	2020-04-11 13:47:46	0	0	156	17	Koronawirus, ZostańwDomu	-	"Wiem, że trudno usiedzeć w domu, kiedy pogoda jest taka piękna, ale od tego zależy zdrowie i życie nas wszystkich.
#Koronawirus #ZostańwDomu https://t.co/U7LoAB5d6J"
1248666522857455617	466781777	10/04/2020	2020-04-10 17:37:52	0	0	4857	1066	PiS, Koronawirus	-	Samotny spacer po lesie - mandat 500 zł. No chyba, że jesteś Jarosławem Kaczyńskim. Wtedy za przechadzkę po mieście dostaniesz nie mandat a obstawę. Tak wygląda pycha i pogarda #PiS. #Koronawirus https://t.co/jrKWMMRKnr
1248662574704533506	466781777	10/04/2020	2020-04-10 17:22:11	1	0	0	36	-	przedwiosnie_	"RT @przedwiosnie_: Nudzisz się w domu? Przeczytaj „Rok 1984""!

Powieść George'a Orwella ukazuje obraz dystopii zbudowanej na absurdach syst…"
1248616925640286211	466781777	10/04/2020	2020-04-10 14:20:47	1	0	0	22	KatastrofaSmoleńska, Sejm, 10kwietnia, pamiętamy	KancelariaSejmu, __Lewica	RT @KancelariaSejmu: Hołd ofiarom #KatastrofaSmoleńska oddali w #Sejm.ie przedstawiciele @__Lewica #10kwietnia #pamiętamy https://t.co/2SAb…
1248612951180759048	466781777	10/04/2020	2020-04-10 14:05:00	0	0	252	21	-	-	Mąż stanu. Dzisiejsze bezpieczeństwo międzynarodowe Polski to między innymi jego dziedzictwo. Katastrofa smoleńska odebrała lewicy wybitnego polityka i wspaniałego kandydata na prezydenta. Pamiętamy! https://t.co/n9BVVJjdsH
1248606659401809920	466781777	10/04/2020	2020-04-10 13:40:00	0	0	209	21	-	-	Była waleczna - i w polityce, i na sali sądowej. Katastrofa smoleńska odebrała nam błyskotliwą polityczkę. Nigdy o niej nie zapomnimy. https://t.co/89I2OCDSbC
1248599864646053889	466781777	10/04/2020	2020-04-10 13:13:00	0	0	421	27	-	-	Izabelę Jarugę-Nowacką poznałem, kiedy była pełnomocniczką rządu do spraw równego statusu kobiet i mężczyzn. Była odważna i wierna swoim ideałom. 10 kwietnia 2010 ja straciłem wzór do naśladowania, a Polska – wspaniałą polityczkę i kobietę stanu. https://t.co/EdL6kCGI53
1248565148564013061	466781777	10/04/2020	2020-04-10 10:55:03	0	1	80	5	-	-	Dziękuję, Zdzisławie! https://t.co/np17mwbhH3
1248556851706372098	466781777	10/04/2020	2020-04-10 10:22:05	0	0	331	24	-	__Lewica	Wraz z członkami @__Lewica złożyliśmy kwiaty pod tablicami upamiętniającymi prezydenta Lecha Kaczyńskiego i parlamentarzystów, którzy zginęli w katastrofie smoleńskiej. Była to tragedią dla całej Polski. Pamiętamy o wszystkich jej ofiarach. https://t.co/owfgtuJ3WW
1248552630974058496	466781777	10/04/2020	2020-04-10 10:05:18	1	0	0	145	OdrzućProjektGodek	federapl, nowePSL, pisorgpl	"RT @federapl: Codziennie od 11:00 do 12:00 będziemy masowo tweetować, przypominając apel #OdrzućProjektGodek 
@nowePSL @pisorgpl @KONFEDERA…"
1248549810208210946	466781777	10/04/2020	2020-04-10 09:54:06	1	0	0	34	-	EPF_SRR	RT @EPF_SRR: W przyszłym tygodniu polski Sejm omówi projekty ustaw o praktycznym zakazie aborcji i edukacji seksualnej. Biorąc pod uwagę kr…
1248549759918526466	466781777	10/04/2020	2020-04-10 09:53:54	1	0	0	15	Prawda	DemagogPL, RobertBiedron	"RT @DemagogPL: Jak wygląda kwestia emerytury wdowy po śmierci męża?

Sprawdziliśmy słowa @RobertBiedron na ten temat. 

✅ #Prawda

ℹ️ Czyta…"
1248501489871376384	466781777	10/04/2020	2020-04-10 06:42:05	0	0	540	44	koronawirus	-	10 lat temu pod Smoleńskiem zginął pierwszy szereg polskich polityków. Pierwszą reakcją na tę katastrofę było bezprecedensowe pojednanie. Ten duch powinien nam towarzyszyć również dzisiaj, w dobie pandemii #koronawirus.
