id	user_id	date	created_at	is_retweet	is_quote	likes	retweets	hashtags	mentions	text
1249345256748994561	80676829	12/04/2020	2020-04-12 14:34:55	1	0	0	14	-	MateuszMarzoch	RT @MateuszMarzoch: Najbardziej w tej całej sytuacji złości mnie jedno: w wielkopowierzchniowym sklepie, w którym jest 50 kas, może w jedny…
1249343369932943368	80676829	12/04/2020	2020-04-12 14:27:25	0	0	848	82	-	-	"Dziś 6. rocznica blokady odbudowy Tęczy na Placu Zbawiciela - akcji której byłem inicjatorem i która stała się wyrazem sprzeciwu wobec arogancji władzy PO i dominacji kulturowej lewicy w przestrzeni publicznej. Wspomnienia i zdjęcia na mojej grupie na fb:
https://t.co/RoxlONjOqN https://t.co/pwjj4kkzf7"
1249293193126043648	80676829	12/04/2020	2020-04-12 11:08:02	1	0	0	7	-	midshanks, NoTrueScotist	RT @midshanks: @NoTrueScotist If anyone wants to find out more about the Shimabara Rebellion and the origins of Japanese Christianity, Jona…
1249292850325524480	80676829	12/04/2020	2020-04-12 11:06:40	0	1	211	16	-	-	Katoliccy samuraje! Interesując się nimi w dzieciństwie nie marzyłem, że kiedyś będę mógł spojrzeć na niektórych z nich jak na braci w wierze https://t.co/9A8yk9cFWz
1249291588184027136	80676829	12/04/2020	2020-04-12 11:01:39	1	0	0	5	-	RobertSzmigiel2	"RT @RobertSzmigiel2: Chrystus Zmartwychwstał!
Zmartwychwstał prawdziwie! 

Pan i władca historii.

Kościół Mądrości Bożej, Stambuł/Konstant…"
1249272556730888193	80676829	12/04/2020	2020-04-12 09:46:02	0	0	11	0	-	Szzymkowski, KarinaBosak	@Szzymkowski @KarinaBosak Ładne, dzięki i pozdrowienia dla taty od nas!
1249257038175223808	80676829	12/04/2020	2020-04-12 08:44:22	0	0	1722	162	-	KarinaBosak	Drodzy Przyjaciele! Wraz z moją żoną @KarinaBosak przesyłamy Wam serdeczne życzenia! Radosnych Świąt Wielkiej Nocy! https://t.co/LXH0xWY7BL
1248998578472849408	80676829	11/04/2020	2020-04-11 15:37:21	0	0	7	0	-	pislamistka	@pislamistka W każdej wypowiedzi publicznej twierdzę że kampania JEST. Najwyraźniej pomyliłeś/aś rubryki w swoim skrypcie co do tego komu jakie komentarze wrzucać
1248998142592385031	80676829	11/04/2020	2020-04-11 15:35:37	1	0	0	4	-	mkljczk, krzysztofbosak	RT @mkljczk: @krzysztofbosak nie myślałem, że moje pokolenie doczeka się czasów w których znów można coś takiego napisać…
1248997928464723969	80676829	11/04/2020	2020-04-11 15:34:46	0	1	110	19	-	WTumanowicz	"Przypominam, że dla bezpieczeństwa naszych działaczy mój pełnomocnik wyborczy @WTumanowicz wydaje specjalne upoważnienia, w celu przypomnienia policji że rozporządzenie ministra zdrowia nie znosi ustawy Kodeks wyborczy i mamy prawo prowadzić kampanię!
https://t.co/SUMQ7OAvbK https://t.co/zLa5YRn3JF"
1248996692038430721	80676829	11/04/2020	2020-04-11 15:29:51	0	1	378	36	-	-	Tylko uważajcie na policję, jak będziecie je rozwieszać 😬 https://t.co/5d4LlELzTY
1248996494235119617	80676829	11/04/2020	2020-04-11 15:29:04	1	0	0	129	-	szczczarnik, SlawomirMentzen	"RT @szczczarnik: .@SlawomirMentzen:
""Godzimy się na coraz większy absurd, a władza pozwala sobie na coraz większą pychę i butę"". 1/2
@KONFE…"
1248996488635723779	80676829	11/04/2020	2020-04-11 15:29:02	1	0	0	31	-	szczczarnik	RT @szczczarnik: 2/2 https://t.co/0EFSK6QkKh
1248995139831377920	80676829	11/04/2020	2020-04-11 15:23:41	0	1	178	26	-	-	Polska to kraj w którym prawa pracownicze istnieją tylko w tych firmach, które mają przyzwoitych właścicieli. Warto przy tej okazji przypomnieć, że w nauce katolickiej brak zapłacenia pracownikowi za wykonaną pracę to jeden z najcięższych grzechów („wołający o pomstę do nieba”) https://t.co/aBpIkLRSl1
1248991672794562560	80676829	11/04/2020	2020-04-11 15:09:54	1	0	0	10	Bosak2020	bosak2020, KRESYPL, krzysztofbosak	"RT @bosak2020: Relacja portalu @KRESYPL z dzisiejszego spotkania @krzysztofbosak ratownikiem medycznym.
#Bosak2020 🇵🇱
👇
https://t.co/aFtEC7…"
1248990334744395776	80676829	11/04/2020	2020-04-11 15:04:35	0	1	660	143	-	KONFEDERACJA_	Kilka tygodni temu jako posłowie @KONFEDERACJA_ zwracaliśmy uwagę, że obóz rządzący zaczyna przykrywać brak strategii tworzeniem rozporządzeniami narastającego chaosu prawnego. Byliśmy ze swoimi ostrzeżeniami lekceważeni. Teraz konsekwencje zaczynają dotykać zwykłych obywateli... https://t.co/BsnToWK4qq
1248953629035429888	80676829	11/04/2020	2020-04-11 12:38:44	0	0	2514	340	-	-	Staram się nie być czepialski ale albo ograniczenia obowiązują wszystkich albo nikogo. Nie może być tak, że w trakcie trwającej kampanii wyborczej nam pod Sejmem policja upomina dziennikarzy na konf. prasowych, a partii rządzącej zabezpiecza zgromadzenia publ. transmitowane w TVP
1248952772692762625	80676829	11/04/2020	2020-04-11 12:35:20	1	0	0	18	-	KKazmierczakK	RT @KKazmierczakK: Reżim łamie już tak podstawowe prawa człowieka szefa Związku Przedsiębiorców i Pracodawców jak prawo do sprzątaczki w do…
1248949017142312961	80676829	11/04/2020	2020-04-11 12:20:24	0	0	87	20	-	MichalJelonek	"Dziś kręciliśmy nowy klip wyrażający postulaty środowiska medycznego z doświadczonym ratownikiem, który zdecydował się opowiedzieć o tym czego potrzebują medycy. Krótka transmisja wideo @MichalJelonek z miejsca nagrań:
https://t.co/jz6An2QCnj"
1248681080259043330	80676829	10/04/2020	2020-04-10 18:35:43	1	0	0	12	Bosak2020	bosak2020	"RT @bosak2020: 10.04.2010 pamiętamy. 
#Bosak2020 https://t.co/b5Sv7fWVfL"
1248664121404506113	80676829	10/04/2020	2020-04-10 17:28:20	1	0	0	9	-	bosak2020, krzysztofbosak	RT @bosak2020: .@krzysztofbosak: Niemoc administracyjna, urzędnicza, przerzucanie się odpowiedzialnością, granie na społecznych emocjach zw…
1248599400227786757	80676829	10/04/2020	2020-04-10 13:11:09	1	0	0	16	-	Polska_kultura	RT @Polska_kultura: W całej Polsce Wielki Piątek jest dniem skupienia, dawniej w dniu tym mieszkańcy wsi na znak żałoby zakrywali lustra, z…
1248597961644355585	80676829	10/04/2020	2020-04-10 13:05:26	1	0	0	82	-	bosak2020, krzysztofbosak	"RT @bosak2020: 💬@krzysztofbosak ""Jeżeli państwo przez 10 lat nie jest w stanie rozwiać wątpliwości wokół takiej katastrofy, to nie jest w s…"
1248596798853300225	80676829	10/04/2020	2020-04-10 13:00:49	0	1	121	25	-	-	Na razie banki mogą zarabiać na odraczaniu rat ile tylko wycisną z klientów. Jak wymusimy na rządzie jakieś działania to może się to zmienić. Na razie próbują temat zamilczeć. Dlatego zachęcam do popisywania petycji ➡️https://t.co/0zr7MgmHjg https://t.co/AzAaaykgR1
1248589495022301185	80676829	10/04/2020	2020-04-10 12:31:47	0	1	97	2	-	TRzymkowski	"@TRzymkowski Odpowiedź
https://t.co/AAxrwCnsqN https://t.co/JSXEQ7ChIh"
1248589370854080514	80676829	10/04/2020	2020-04-10 12:31:18	0	1	277	49	-	-	"Odpowiadam:

1.Poprawka nie dot. kredytu konsumenckiego (w tym limitów kart i pożyczek) ze względu na ich krótki okres i niskie kwoty

2.Rząd w Tarczy1.0 ograniczył ponad dwukrotnie limit kosztów pozaodsetkowych pożyczek

3.Lichwa jest zakazana przez Kk

4.Parabanki są nielegalne https://t.co/q2qCHFTfZr"
1248579221368246273	80676829	10/04/2020	2020-04-10 11:50:58	0	0	156	21	-	-	10IV10 - Pamiętamy!🇵🇱 https://t.co/BnRDAmzQq4
1248543558212235265	80676829	10/04/2020	2020-04-10 09:29:15	0	0	151	18	-	PL_Perspectives, Fundacja_PFN, PiotrGlinski, paweljabIonski, PiotrMuller	"@PL_Perspectives To miał być profil do promowania Polski, a nie do eksportowania polskich porachunków politycznych na forum międzynarodowe!!!

@Fundacja_PFN @PiotrGlinski @paweljabIonski @PiotrMuller"
1248539367800528896	80676829	10/04/2020	2020-04-10 09:12:36	1	0	0	4	-	lukasz_nd, krzysztofbosak, R_A_Ziemkiewicz	RT @lukasz_nd: @krzysztofbosak @R_A_Ziemkiewicz Ja bym podjął temat przy okazji rozwiązania kwestii nielegalnych zapisów w umowach walutowy…
1248538422999949319	80676829	10/04/2020	2020-04-10 09:08:51	1	1	0	14	-	lkwarzecha, krzysztofbosak	RT @lkwarzecha: Mam mieszane odczucia, aczkolwiek @krzysztofbosak słusznie punktuje, że rzekome dogadania się PAD z bankami było dętą propa…
1248538189217910791	80676829	10/04/2020	2020-04-10 09:07:55	0	0	33	3	-	marcinek___sz	@marcinek___sz Pamiętam Twoje wypowiedzi z okresu po 10IV10. Wydaje mi się, że od wtedy Cię obserwuję. Być może Ty również pamiętasz co pisałem wtedy i później. Nigdy czegoś takiego! Od RG i jego antypisowskiej obsesji zdystansowałam się 12 lat temu, opuszczając LPR w swoje 26. urodziny
1248536870809751552	80676829	10/04/2020	2020-04-10 09:02:41	1	0	0	13	-	bosak2020, krzysztofbosak	RT @bosak2020: 🇵🇱 ⁦@krzysztofbosak⁩ o wyborach korespondencyjnych: „Mamy wielkie wątpliwości co do całej tej procedury, jak również okolicz…
1248536325101420544	80676829	10/04/2020	2020-04-10 09:00:31	0	0	121	7	-	R_A_Ziemkiewicz	"@R_A_Ziemkiewicz Nie postulujemy blokady spłat. Postulujemy możliwość odroczenia. Jeśli ktoś będzie chciał spłacać i ma z czego to może. Bank też może dać do tego jakaś zachętę. Najważniejsze jest zablokowanie zarabiania na odroczeniu i niekorzystnego aneksowania umów
👇🏻
https://t.co/0zr7MgmHjg"
1248526861036118016	80676829	10/04/2020	2020-04-10 08:22:54	0	1	159	26	-	-	Moje krótkie przemówienie w 10. rocznicę katastrofy smoleńskiej oraz złożenie wieńca upamiętniającego ofiary https://t.co/AMTyTy1Qxx
1248523861055934465	80676829	10/04/2020	2020-04-10 08:10:59	0	0	125	6	-	-	Miejsca pamięci związane z ofiarami katastrofy smoleńskiej. Ja dziś wieniec złożyłem w miejscu, które po 10 kwietnia ujawniło jedność, trwogę i głęboki żal, a później także wzbierający gniew na nieskuteczność i nieuczciwość władz politycznych: przed Pałacem Prezydenckim https://t.co/74XrQ9pg7R
